target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction
ENSMUSG00000028713	Cyp4b1	1.20E-08	1.63545341	protein_coding	protein_coding	Upregulated
ENSMUSG00000040415	Dtx3	4.04E-09	1.637158031	protein_coding	protein_coding	Upregulated
ENSMUSG00000032531	Amotl2	6.79E-09	1.637973586	protein_coding	protein_coding	Upregulated
ENSMUSG00000034923	Ly6g6f	0.000309143	1.638621839	protein_coding	protein_coding	Upregulated
ENSMUSG00000007783	Cpt1c	1.69E-05	1.639337084	protein_coding	protein_coding	Upregulated
ENSMUSG00000091337	Eid1	4.74E-08	1.63966645	protein_coding	protein_coding	Upregulated
ENSMUSG00000026482	Rgl1	0.001792686	1.640336709	protein_coding	protein_coding	Upregulated
ENSMUSG00000043029	Trpv3	0.010691772	1.640644498	protein_coding	protein_coding	Upregulated
ENSMUSG00000106847	Peg13	1.14E-20	1.641323006	other	other	Upregulated
MSTRG.21743	MSTRG.21743	0.044449766	1.643130238	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000026546	Cfap45	0.034595914	1.645500383	protein_coding	protein_coding	Upregulated
ENSMUSG00000099552	9830004L10Rik	0.001048958	1.645544689	lincRNA	lincRNA	Upregulated
ENSMUSG00000029370	Rassf6	1.74E-12	1.646592212	protein_coding	protein_coding	Upregulated
ENSMUSG00000036564	Ndrg4	0.04730609	1.646875026	protein_coding	protein_coding	Upregulated
mmu-miR-152-5p	mmu-miR-152-5p	0.00172	1.647374302	miRNA	NA	Upregulated
ENSMUSG00000067229	Cyp2c66	0.00334087	1.648319442	protein_coding	protein_coding	Upregulated
ENSMUSG00000032186	Tmod2	0.006354328	1.649274796	protein_coding	protein_coding	Upregulated
ENSMUSG00000075701	Selenos	1.72E-23	1.65059509	protein_coding	protein_coding	Upregulated
ENSMUSG00000054871	Tmem158	0.004204232	1.651569237	protein_coding	protein_coding	Upregulated
ENSMUSG00000035847	Ids	2.11E-09	1.651967843	protein_coding	protein_coding	Upregulated
ENSMUSG00000039236	Isg20	3.53E-12	1.652486482	protein_coding	protein_coding	Upregulated
ENSMUSG00000034563	Ccpg1	6.54E-10	1.653060128	protein_coding	protein_coding	Upregulated
MSTRG.50166	MSTRG.50166	0.015189993	1.653440714	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000031980	Agt	2.29E-07	1.653814816	protein_coding	protein_coding	Upregulated
ENSMUSG00000026938	Fcna	9.55E-06	1.653821487	protein_coding	protein_coding	Upregulated
ENSMUSG00000085057	Gm13415	0.013436976	1.655227441	other	other	Upregulated
ENSMUSG00000025855	Prkar1b	0.000433201	1.655286235	protein_coding	protein_coding	Upregulated
ENSMUSG00000103585	Pcdhgb4	0.001273437	1.657156196	protein_coding	protein_coding	Upregulated
ENSMUSG00000074434	Defa28	1.20E-07	1.657387583	protein_coding	protein_coding	Upregulated
ENSMUSG00000029279	Brdt	0.044967892	1.657515882	protein_coding	protein_coding	Upregulated
ENSMUSG00000057897	Camk2b	1.43E-16	1.658145704	protein_coding	protein_coding	Upregulated
ENSMUSG00000031749	St3gal2	0.023341718	1.659194218	protein_coding	protein_coding	Upregulated
ENSMUSG00000033029	1700088E04Rik	1.09E-05	1.66211263	protein_coding	protein_coding	Upregulated
ENSMUSG00000087433	Gm14167	0.00907005	1.662431037	other	other	Upregulated
ENSMUSG00000027533	Fabp5	8.78E-14	1.663494078	protein_coding	protein_coding	Upregulated
ENSMUSG00000070287	Slc35g2	3.33E-12	1.668551959	protein_coding	protein_coding	Upregulated
ENSMUSG00000031791	Tmem38a	4.15E-10	1.669492406	protein_coding	protein_coding	Upregulated
ENSMUSG00000051003	Olfr161	0.001394261	1.670340529	protein_coding	protein_coding	Upregulated
ENSMUSG00000053279	Aldh1a1	0.000200447	1.67071981	protein_coding	protein_coding	Upregulated
ENSMUSG00000038903	Ccdc68	3.04E-05	1.670789182	protein_coding	protein_coding	Upregulated
ENSMUSG00000059742	Kcnh7	0.003504912	1.671562066	protein_coding	protein_coding	Upregulated
ENSMUSG00000072809	9330160F10Rik	0.01877449	1.672587419	other	other	Upregulated
ENSMUSG00000020032	Nuak1	0.014796895	1.67369096	protein_coding	protein_coding	Upregulated
ENSMUSG00000003992	Ssbp2	0.000243716	1.674131291	protein_coding	protein_coding	Upregulated
ENSMUSG00000051043	Gprc5c	3.02E-06	1.674356377	protein_coding	protein_coding	Upregulated
ENSMUSG00000053334	Ficd	3.78E-16	1.676050949	protein_coding	protein_coding	Upregulated
ENSMUSG00000021986	Amer2	0.012335604	1.676440698	protein_coding	protein_coding	Upregulated
ENSMUSG00000089769	Gm16574	0.016437232	1.676977125	other	other	Upregulated
ENSMUSG00000031129	Slc9a9	0.044745428	1.677320661	protein_coding	protein_coding	Upregulated
ENSMUSG00000013846	St3gal1	1.84E-15	1.678472587	protein_coding	protein_coding	Upregulated
ENSMUSG00000025243	Slc6a20b	0.049104851	1.680878367	protein_coding	protein_coding	Upregulated
ENSMUSG00000086401	Gm15559	0.014539274	1.683817418	other	other	Upregulated
ENSMUSG00000020641	Rsad2	0.000225068	1.684825852	protein_coding	protein_coding	Upregulated
ENSMUSG00000102425	Gm26616	0.004884211	1.686002824	other	other	Upregulated
ENSMUSG00000043004	Gng2	0.03105417	1.686312085	protein_coding	protein_coding	Upregulated
ENSMUSG00000015962	1700016C15Rik	4.24E-13	1.688661629	protein_coding	protein_coding	Upregulated
MSTRG.21052	MSTRG.21052	0.040752672	1.689215811	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000050335	Lgals3	0.002395852	1.689626669	protein_coding	protein_coding	Upregulated
ENSMUSG00000109956	Gm45428	0.049227284	1.692114816	other	other	Upregulated
ENSMUSG00000087230	Mroh3	0.00325017	1.692157707	protein_coding	protein_coding	Upregulated
ENSMUSG00000035285	Nat14	0.012664513	1.693684113	protein_coding	protein_coding	Upregulated
ENSMUSG00000026255	Efhd1	0.000220441	1.696689412	protein_coding	protein_coding	Upregulated
MSTRG.37767	MSTRG.37767	0.021078136	1.69787944	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000037235	Mxd4	4.39E-07	1.699062551	protein_coding	protein_coding	Upregulated
ENSMUSG00000017652	Cd40	0.025079936	1.699314636	protein_coding	protein_coding	Upregulated
ENSMUSG00000021620	Acot12	0.006286416	1.70003017	protein_coding	protein_coding	Upregulated
ENSMUSG00000048905	4930539E08Rik	1.02E-05	1.70403684	protein_coding	protein_coding	Upregulated
MSTRG.27986	MSTRG.27986	0.0239353	1.706080902	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000001120	Pcbp3	1.71E-05	1.70688999	protein_coding	protein_coding	Upregulated
ENSMUSG00000001248	Gramd1a	0.008671348	1.70927062	protein_coding	protein_coding	Upregulated
ENSMUSG00000020034	Tcp11l2	0.000406756	1.709511875	protein_coding	protein_coding	Upregulated
MSTRG.35161	MSTRG.35161	0.014874171	1.709536037	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
MSTRG.44122	MSTRG.44122	0.001334437	1.710147822	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000054582	Pabpc1l	0.001154155	1.711109804	protein_coding	protein_coding	Upregulated
ENSMUSG00000081058	Hist2h3c2	0.01772184	1.713226314	protein_coding	protein_coding	Upregulated
ENSMUSG00000010825	Grid2ip	0.000142815	1.713351354	protein_coding	protein_coding	Upregulated
MSTRG.29683	MSTRG.29683	9.99E-05	1.71363158	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000046841	Ckap4	1.36E-06	1.714075305	protein_coding	protein_coding	Upregulated
ENSMUSG00000054200	Ffar4	0.000271208	1.715751724	protein_coding	protein_coding	Upregulated
ENSMUSG00000050357	Carmil2	0.001325047	1.718647366	protein_coding	protein_coding	Upregulated
ENSMUSG00000078349	AW011738	6.61E-05	1.71882264	protein_coding	protein_coding	Upregulated
ENSMUSG00000059713	Rcan3	1.22E-10	1.719025078	protein_coding	protein_coding	Upregulated
ENSMUSG00000085603	Gm11346	0.045690506	1.719185201	other	other	Upregulated
ENSMUSG00000008734	Gprc5b	0.012262414	1.72011596	protein_coding	protein_coding	Upregulated
mmu-miR-195a-5p	mmu-miR-195a-5p	0.00275	1.72039658	miRNA	NA	Upregulated
ENSMUSG00000040987	Mill2	0.003291259	1.72186278	protein_coding	protein_coding	Upregulated
ENSMUSG00000072244	Trim6	0.048080779	1.725076454	protein_coding	protein_coding	Upregulated
ENSMUSG00000032122	Slc37a2	0.010603282	1.726464603	protein_coding	protein_coding	Upregulated
ENSMUSG00000019944	Rhobtb1	5.43E-05	1.72749056	protein_coding	protein_coding	Upregulated
ENSMUSG00000026815	Gfi1b	0.000614182	1.730068113	protein_coding	protein_coding	Upregulated
ENSMUSG00000020635	Fkbp1b	0.000264388	1.730078674	protein_coding	protein_coding	Upregulated
ENSMUSG00000039629	Strip2	0.007132658	1.732234268	protein_coding	protein_coding	Upregulated
ENSMUSG00000021720	Rnf180	0.001311032	1.736348277	protein_coding	protein_coding	Upregulated
ENSMUSG00000037962	Rflna	0.033717059	1.738905502	protein_coding	protein_coding	Upregulated
ENSMUSG00000032420	Nt5e	0.014017112	1.740092442	protein_coding	protein_coding	Upregulated
ENSMUSG00000038068	Rnf144b	4.75E-06	1.740377723	protein_coding	protein_coding	Upregulated
ENSMUSG00000056411	Gm12500	0.006729566	1.740593057	other	other	Upregulated
ENSMUSG00000042675	Ypel3	2.54E-09	1.743187844	protein_coding	protein_coding	Upregulated
ENSMUSG00000028597	Gpx7	0.01296706	1.746467026	protein_coding	protein_coding	Upregulated
ENSMUSG00000051074	4930579K19Rik	0.001324272	1.746742464	other	other	Upregulated
ENSMUSG00000037005	Xpnpep2	4.32E-09	1.747006911	protein_coding	protein_coding	Upregulated
ENSMUSG00000025432	Avil	1.18E-05	1.748301175	protein_coding	protein_coding	Upregulated
ENSMUSG00000026782	Abi2	0.001084968	1.748656675	protein_coding	protein_coding	Upregulated
ENSMUSG00000039115	Itga9	0.013618904	1.749864303	protein_coding	protein_coding	Upregulated
ENSMUSG00000029470	P2rx4	1.82E-16	1.750147208	protein_coding	protein_coding	Upregulated
ENSMUSG00000049807	Arhgap23	0.000417191	1.750194191	protein_coding	protein_coding	Upregulated
ENSMUSG00000047242	Taf9b	0.001800431	1.752522192	protein_coding	protein_coding	Upregulated
ENSMUSG00000047298	Kcnv2	0.003034944	1.752825886	protein_coding	protein_coding	Upregulated
ENSMUSG00000049892	Rasd1	4.95E-09	1.7550165	protein_coding	protein_coding	Upregulated
ENSMUSG00000017639	Rab11fip4	3.71E-11	1.759336982	protein_coding	protein_coding	Upregulated
ENSMUSG00000060063	Alox5ap	0.027877062	1.763973927	protein_coding	protein_coding	Upregulated
ENSMUSG00000028825	Rhd	0.04183167	1.764722873	protein_coding	protein_coding	Upregulated
ENSMUSG00000074912	Gm14207	0.000107635	1.764729097	other	other	Upregulated
ENSMUSG00000110597	RP23-146A22.3	1.90E-06	1.765188199	other	other	Upregulated
ENSMUSG00000040829	Zmynd15	0.002925028	1.765205046	protein_coding	protein_coding	Upregulated
ENSMUSG00000054909	Wbscr25	0.026802654	1.765661482	other	other	Upregulated
ENSMUSG00000028699	Tspan1	9.96E-23	1.765786186	protein_coding	protein_coding	Upregulated
ENSMUSG00000085667	Gm12992	0.002360108	1.768136059	other	other	Upregulated
ENSMUSG00000039384	Dusp10	1.77E-15	1.768384641	protein_coding	protein_coding	Upregulated
ENSMUSG00000054434	Tmem120b	4.89E-07	1.76897091	protein_coding	protein_coding	Upregulated
ENSMUSG00000048200	Cracr2b	6.52E-11	1.769816663	protein_coding	protein_coding	Upregulated
ENSMUSG00000046223	Plaur	6.85E-09	1.769932716	protein_coding	protein_coding	Upregulated
ENSMUSG00000039347	Atp6v0e2	1.82E-19	1.772011308	protein_coding	protein_coding	Upregulated
ENSMUSG00000032625	Thsd7a	0.040130097	1.77286814	protein_coding	protein_coding	Upregulated
ENSMUSG00000062760	1810041L15Rik	0.044160558	1.773937193	protein_coding	protein_coding	Upregulated
ENSMUSG00000025969	Nrp2	0.00250821	1.778134964	protein_coding	protein_coding	Upregulated
ENSMUSG00000034118	Tpst1	1.10E-11	1.7795006	protein_coding	protein_coding	Upregulated
ENSMUSG00000024184	Pdia2	0.006286539	1.780427598	protein_coding	protein_coding	Upregulated
ENSMUSG00000018865	Sult4a1	1.44E-05	1.781993306	protein_coding	protein_coding	Upregulated
ENSMUSG00000021685	Otp	0.017068198	1.783024255	protein_coding	protein_coding	Upregulated
ENSMUSG00000021730	Hcn1	5.87E-05	1.785164183	protein_coding	protein_coding	Upregulated
ENSMUSG00000047501	Cldn4	3.56E-11	1.785244513	protein_coding	protein_coding	Upregulated
ENSMUSG00000011256	Adam19	0.034266915	1.785847931	protein_coding	protein_coding	Upregulated
ENSMUSG00000031493	Ggn	0.003608843	1.786084758	protein_coding	protein_coding	Upregulated
ENSMUSG00000028545	Bend5	0.003459671	1.786626628	protein_coding	protein_coding	Upregulated
mmu-miR-700-3p	mmu-miR-700-3p	9.04E-05	1.789920153	miRNA	NA	Upregulated
ENSMUSG00000079038	D130040H23Rik	0.009761462	1.790852979	protein_coding	protein_coding	Upregulated
ENSMUSG00000062591	Tubb4a	1.64E-09	1.793605038	protein_coding	protein_coding	Upregulated
MSTRG.48166	MSTRG.48166	5.23E-07	1.796724139	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000031844	Hsd17b2	0.002345491	1.797764343	protein_coding	protein_coding	Upregulated
ENSMUSG00000022686	B3gnt5	0.041942514	1.798141063	protein_coding	protein_coding	Upregulated
ENSMUSG00000031253	Srpx2	0.023057519	1.799169945	protein_coding	protein_coding	Upregulated
MSTRG.14934	MSTRG.14934	0.001196479	1.799263647	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000027712	Anxa5	9.39E-13	1.800112084	protein_coding	protein_coding	Upregulated
ENSMUSG00000033900	Map9	6.49E-05	1.800346394	protein_coding	protein_coding	Upregulated
ENSMUSG00000026068	Il18rap	2.51E-05	1.80125208	protein_coding	protein_coding	Upregulated
ENSMUSG00000063929	Cyp4a32	0.049537216	1.803204041	protein_coding	protein_coding	Upregulated
ENSMUSG00000032679	Cd59a	0.001712529	1.803900235	protein_coding	protein_coding	Upregulated
ENSMUSG00000015568	Lpl	0.007147619	1.807368634	protein_coding	protein_coding	Upregulated
ENSMUSG00000048473	Sult6b2	7.24E-05	1.810527033	protein_coding	protein_coding	Upregulated
ENSMUSG00000028017	Egf	2.87E-05	1.810769188	protein_coding	protein_coding	Upregulated
ENSMUSG00000064140	Trim38	3.24E-05	1.812408849	protein_coding	protein_coding	Upregulated
ENSMUSG00000022148	Fyb	0.000400054	1.814279736	protein_coding	protein_coding	Upregulated
MSTRG.20154	MSTRG.20154	0.000751628	1.814798561	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000061292	Cyp3a59	0.00065889	1.814972566	protein_coding	protein_coding	Upregulated
ENSMUSG00000041268	Dmxl2	0.001266352	1.815388864	protein_coding	protein_coding	Upregulated
ENSMUSG00000003134	Tbc1d8	5.82E-25	1.81564246	protein_coding	protein_coding	Upregulated
ENSMUSG00000046378	Asphd1	0.03476574	1.818540515	protein_coding	protein_coding	Upregulated
ENSMUSG00000039934	Gsap	3.65E-05	1.819535935	protein_coding	protein_coding	Upregulated
ENSMUSG00000045215	Asxl3	0.001909161	1.819641769	protein_coding	protein_coding	Upregulated
MSTRG.49753	MSTRG.49753	0.000469684	1.820662333	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000002006	Pdzd4	1.25E-05	1.821603889	protein_coding	protein_coding	Upregulated
ENSMUSG00000028750	Pla2g2c	0.028071013	1.821975451	protein_coding	protein_coding	Upregulated
ENSMUSG00000052353	Cemip	5.04E-06	1.822281444	protein_coding	protein_coding	Upregulated
ENSMUSG00000022840	Adcy5	0.006136365	1.823303674	protein_coding	protein_coding	Upregulated
ENSMUSG00000106896	G630022F23Rik	0.021662486	1.823600249	other	other	Upregulated
ENSMUSG00000047109	Cldn14	0.001911865	1.823722734	protein_coding	protein_coding	Upregulated
ENSMUSG00000026930	Gpsm1	8.54E-09	1.824750583	protein_coding	protein_coding	Upregulated
ENSMUSG00000029163	Emilin1	0.01720501	1.825496556	protein_coding	protein_coding	Upregulated
ENSMUSG00000060429	Sntb1	0.001798264	1.82796678	protein_coding	protein_coding	Upregulated
MSTRG.27116	MSTRG.27116	0.025939287	1.829255205	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000047798	Cd300lf	4.23E-05	1.829674393	protein_coding	protein_coding	Upregulated
ENSMUSG00000089901	Gm8113	0.000151909	1.83399203	protein_coding	protein_coding	Upregulated
ENSMUSG00000042684	Npl	0.003993645	1.834018276	protein_coding	protein_coding	Upregulated
ENSMUSG00000031377	Bmx	0.000349879	1.835008364	protein_coding	protein_coding	Upregulated
ENSMUSG00000037822	Smim14	4.98E-27	1.836196911	protein_coding	protein_coding	Upregulated
ENSMUSG00000000058	Cav2	0.000743686	1.836532261	protein_coding	protein_coding	Upregulated
ENSMUSG00000041476	Smpx	0.00473444	1.836788392	protein_coding	protein_coding	Upregulated
ENSMUSG00000034771	Tle2	5.96E-06	1.838001545	protein_coding	protein_coding	Upregulated
ENSMUSG00000032353	Tmed3	3.04E-28	1.839921168	protein_coding	protein_coding	Upregulated
ENSMUSG00000037568	Vash2	1.73E-08	1.842758389	protein_coding	protein_coding	Upregulated
ENSMUSG00000093805	Gm9994	0.000121263	1.843380099	protein_coding	protein_coding	Upregulated
ENSMUSG00000075270	Pde11a	5.01E-06	1.84476818	protein_coding	protein_coding	Upregulated
ENSMUSG00000007989	Fzd3	0.002731766	1.845584754	protein_coding	protein_coding	Upregulated
ENSMUSG00000103472	Pcdhga7	0.001205712	1.846441205	protein_coding	protein_coding	Upregulated
ENSMUSG00000044072	Eml6	0.0029597	1.846735063	protein_coding	protein_coding	Upregulated
ENSMUSG00000020682	Mmp28	2.27E-06	1.846757502	protein_coding	protein_coding	Upregulated
ENSMUSG00000103037	Pcdhgb1	0.001885405	1.84883731	protein_coding	protein_coding	Upregulated
ENSMUSG00000050097	Ces2b	0.007845925	1.849224266	protein_coding	protein_coding	Upregulated
ENSMUSG00000038560	Sp6	0.019591623	1.850399211	protein_coding	protein_coding	Upregulated
ENSMUSG00000102742	Pcdhga11	0.020485947	1.852419063	protein_coding	protein_coding	Upregulated
ENSMUSG00000105155	Gm42910	0.021869661	1.854792213	other	other	Upregulated
ENSMUSG00000019235	Rps6kl1	0.032384182	1.856027516	protein_coding	protein_coding	Upregulated
ENSMUSG00000099364	5730419F03Rik	0.007086282	1.856740941	lincRNA	lincRNA	Upregulated
ENSMUSG00000009246	Trpm5	3.95E-05	1.858742314	protein_coding	protein_coding	Upregulated
ENSMUSG00000090353	Gm17555	0.019745836	1.858801331	protein_coding	protein_coding	Upregulated
ENSMUSG00000003545	Fosb	0.001819462	1.859871445	protein_coding	protein_coding	Upregulated
ENSMUSG00000032507	Fbxl2	0.006602983	1.860108202	protein_coding	protein_coding	Upregulated
ENSMUSG00000097131	D230017M19Rik	0.004978681	1.860522983	lincRNA	lincRNA	Upregulated
ENSMUSG00000048970	C1galt1c1	6.65E-21	1.860812627	protein_coding	protein_coding	Upregulated
ENSMUSG00000078984	Gm11027	0.039564542	1.865196544	protein_coding	protein_coding	Upregulated
ENSMUSG00000074625	Arhgap40	1.32E-05	1.865227914	protein_coding	protein_coding	Upregulated
MSTRG.48567	MSTRG.48567	0.015735493	1.865444023	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000108348	Gm42372	0.02229521	1.866781913	protein_coding	protein_coding	Upregulated
ENSMUSG00000051832	E230016K23Rik	0.022192904	1.867244897	other	other	Upregulated
ENSMUSG00000111334	RP23-104D6.8	0.000248418	1.867298698	other	other	Upregulated
ENSMUSG00000047878	A4galt	5.89E-07	1.867545481	protein_coding	protein_coding	Upregulated
ENSMUSG00000027075	Slc43a1	1.14E-10	1.86792298	protein_coding	protein_coding	Upregulated
ENSMUSG00000035486	Plk5	7.61E-07	1.870234538	protein_coding	protein_coding	Upregulated
ENSMUSG00000070576	Mn1	0.045045034	1.871900062	protein_coding	protein_coding	Upregulated
ENSMUSG00000050822	Slc29a4	5.46E-05	1.873712016	protein_coding	protein_coding	Upregulated
ENSMUSG00000020182	Ddc	1.54E-16	1.875162628	protein_coding	protein_coding	Upregulated
ENSMUSG00000087651	1500009L16Rik	3.79E-07	1.879539064	protein_coding	protein_coding	Upregulated
ENSMUSG00000098094	Scgb2b17	9.68E-06	1.880484645	protein_coding	protein_coding	Upregulated
ENSMUSG00000046460	Sh2d7	0.000293322	1.881024358	protein_coding	protein_coding	Upregulated
ENSMUSG00000079497	Gm13420	0.016854113	1.88109259	protein_coding	protein_coding	Upregulated
ENSMUSG00000009731	Kcnd1	0.019327242	1.882981509	protein_coding	protein_coding	Upregulated
ENSMUSG00000048078	Tenm4	0.003762061	1.884360795	protein_coding	protein_coding	Upregulated
ENSMUSG00000095448	Olfr859	0.006565292	1.884935595	protein_coding	protein_coding	Upregulated
ENSMUSG00000027435	Cd93	0.025287011	1.885976988	protein_coding	protein_coding	Upregulated
ENSMUSG00000028927	Padi2	0.002760465	1.886629881	protein_coding	protein_coding	Upregulated
ENSMUSG00000085183	Gm12603	0.001084163	1.889835437	lincRNA	lincRNA	Upregulated
ENSMUSG00000047787	Flrt1	0.000701321	1.890033024	protein_coding	protein_coding	Upregulated
ENSMUSG00000097972	Scgb2b15	9.01E-06	1.890841211	protein_coding	protein_coding	Upregulated
ENSMUSG00000070034	Sp110	0.020507835	1.893049065	protein_coding	protein_coding	Upregulated
ENSMUSG00000028634	Hivep3	5.20E-06	1.893375215	protein_coding	protein_coding	Upregulated
ENSMUSG00000110716	RP24-94F12.4	3.91E-05	1.893407552	other	other	Upregulated
ENSMUSG00000019066	Rab3d	2.20E-16	1.893908726	protein_coding	protein_coding	Upregulated
ENSMUSG00000091721	Gimd1	8.01E-12	1.894189639	protein_coding	protein_coding	Upregulated
MSTRG.15335	MSTRG.15335	0.006764594	1.894204444	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000051146	Camk2n2	1.06E-09	1.895689451	protein_coding	protein_coding	Upregulated
ENSMUSG00000086782	E130102H24Rik	0.019057204	1.898139688	lincRNA	lincRNA	Upregulated
ENSMUSG00000035692	Isg15	0.000100248	1.898437958	protein_coding	protein_coding	Upregulated
ENSMUSG00000017868	Sgk2	0.000305403	1.899732165	protein_coding	protein_coding	Upregulated
ENSMUSG00000041420	Meis3	2.98E-10	1.89989198	protein_coding	protein_coding	Upregulated
ENSMUSG00000036912	Piwil4	9.03E-09	1.901414811	protein_coding	protein_coding	Upregulated
ENSMUSG00000024299	Adamts10	0.032763674	1.901951578	protein_coding	protein_coding	Upregulated
MSTRG.30495	MSTRG.30495	0.002777748	1.904086816	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000094305	Scgb2b20	0.001693053	1.904999052	protein_coding	protein_coding	Upregulated
ENSMUSG00000038893	Fam117a	1.42E-12	1.907413235	protein_coding	protein_coding	Upregulated
mmu-miR-7a-5p	mmu-miR-7a-5p	6.87E-08	1.908695348	miRNA	NA	Upregulated
ENSMUSG00000053647	Gper1	1.10E-14	1.909603624	protein_coding	protein_coding	Upregulated
ENSMUSG00000047228	BC048546	0.000300286	1.911602935	protein_coding	protein_coding	Upregulated
ENSMUSG00000000049	Apoh	0.002629318	1.912485804	protein_coding	protein_coding	Upregulated
ENSMUSG00000022199	Slc22a17	2.60E-05	1.914521875	protein_coding	protein_coding	Upregulated
ENSMUSG00000022211	Carmil3	2.33E-06	1.91632697	protein_coding	protein_coding	Upregulated
ENSMUSG00000003273	Car11	0.00154749	1.917520703	protein_coding	protein_coding	Upregulated
MSTRG.31878	MSTRG.31878	0.004184555	1.919337264	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000054484	Tmem62	4.74E-08	1.919379604	protein_coding	protein_coding	Upregulated
ENSMUSG00000035835	Plppr3	0.0419274	1.91964452	protein_coding	protein_coding	Upregulated
ENSMUSG00000001802	Lrp3	0.004788813	1.920646368	protein_coding	protein_coding	Upregulated
ENSMUSG00000032086	Bace1	1.45E-10	1.92080838	protein_coding	protein_coding	Upregulated
ENSMUSG00000038507	Parp12	4.20E-21	1.921912743	protein_coding	protein_coding	Upregulated
ENSMUSG00000054034	Tceal5	0.014545802	1.925227281	protein_coding	protein_coding	Upregulated
ENSMUSG00000021403	Serpinb9b	0.032080653	1.926870762	protein_coding	protein_coding	Upregulated
ENSMUSG00000032226	Gcnt3	1.50E-12	1.92743721	protein_coding	protein_coding	Upregulated
ENSMUSG00000043068	Fam89a	0.013430704	1.929113387	protein_coding	protein_coding	Upregulated
ENSMUSG00000028427	Aqp7	0.010845121	1.931120152	protein_coding	protein_coding	Upregulated
ENSMUSG00000091898	Tnnc1	0.005415789	1.931568138	protein_coding	protein_coding	Upregulated
ENSMUSG00000093394	Gm20621	0.018750078	1.935032047	other	other	Upregulated
ENSMUSG00000057137	Tmem140	0.003046151	1.935763803	protein_coding	protein_coding	Upregulated
ENSMUSG00000038879	Nipal2	1.59E-06	1.935825726	protein_coding	protein_coding	Upregulated
MSTRG.14873	MSTRG.14873	0.028153936	1.936897954	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000045763	Basp1	0.001879679	1.937029053	protein_coding	protein_coding	Upregulated
ENSMUSG00000024621	Csf1r	0.006047188	1.938932617	protein_coding	protein_coding	Upregulated
ENSMUSG00000024063	Lbh	1.02E-05	1.940556884	protein_coding	protein_coding	Upregulated
ENSMUSG00000003283	Hck	0.000938928	1.941365102	protein_coding	protein_coding	Upregulated
ENSMUSG00000105895	Gm42829	0.041946468	1.942161812	other	other	Upregulated
ENSMUSG00000060671	Atp8b2	0.00244622	1.942621568	protein_coding	protein_coding	Upregulated
ENSMUSG00000030830	Itgal	0.001197165	1.944515137	protein_coding	protein_coding	Upregulated
ENSMUSG00000046668	Cxxc5	0.000118782	1.947055018	protein_coding	protein_coding	Upregulated
ENSMUSG00000070407	Hs3st3b1	2.14E-05	1.947095043	protein_coding	protein_coding	Upregulated
ENSMUSG00000020882	Cacnb1	2.86E-05	1.947888946	protein_coding	protein_coding	Upregulated
MSTRG.8144	MSTRG.8144	1.31E-07	1.948196201	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000020901	Pik3r5	1.88E-05	1.948775189	protein_coding	protein_coding	Upregulated
ENSMUSG00000101304	Plet1os	0.000234264	1.951530435	other	other	Upregulated
ENSMUSG00000022912	Pros1	1.21E-05	1.951739602	protein_coding	protein_coding	Upregulated
ENSMUSG00000037979	Ccdc92	0.003233603	1.951859416	protein_coding	protein_coding	Upregulated
ENSMUSG00000047250	Ptgs1	0.000350375	1.953610556	protein_coding	protein_coding	Upregulated
ENSMUSG00000091243	Vgll3	0.003677394	1.95400846	protein_coding	protein_coding	Upregulated
ENSMUSG00000024575	Pde6a	0.008503589	1.95682638	protein_coding	protein_coding	Upregulated
ENSMUSG00000059991	Nptx2	1.33E-06	1.959110043	protein_coding	protein_coding	Upregulated
ENSMUSG00000034116	Vav1	8.40E-05	1.960694912	protein_coding	protein_coding	Upregulated
ENSMUSG00000005873	Reep5	1.13E-19	1.961662344	protein_coding	protein_coding	Upregulated
ENSMUSG00000043391	2510009E07Rik	2.88E-06	1.962307473	protein_coding	protein_coding	Upregulated
