target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction	Mouse Ensembl	Human Ensembl
ENSMUSG00000103585	Pcdhgb4	0.0012734369999999999	1.6571561959999999	protein_coding	protein_coding	Upregulated		
ENSMUSG00000074434	Defa28	1.2e-07	1.6573875830000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000074434	ENSG00000164816
ENSMUSG00000029279	Brdt	0.044967892	1.6575158819999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000029279	ENSG00000137948
ENSMUSG00000057897	Camk2b	1.4299999999999998e-16	1.658145704	protein_coding	protein_coding	Upregulated		
ENSMUSG00000031749	St3gal2	0.023341717999999997	1.659194218	protein_coding	protein_coding	Upregulated	ENSMUSG00000031749	ENSG00000157350
ENSMUSG00000033029	1700088E04Rik	1.09e-05	1.66211263	protein_coding	protein_coding	Upregulated	ENSMUSG00000033029	ENSG00000128346
ENSMUSG00000087433	Gm14167	0.00907005	1.662431037	other	other	Upregulated		
ENSMUSG00000027533	Fabp5	8.78e-14	1.663494078	protein_coding	protein_coding	Upregulated	ENSMUSG00000027533	ENSG00000164687
ENSMUSG00000070287	Slc35g2	3.33e-12	1.668551959	protein_coding	protein_coding	Upregulated	ENSMUSG00000070287	ENSG00000168917
ENSMUSG00000031791	Tmem38a	4.15e-10	1.669492406	protein_coding	protein_coding	Upregulated	ENSMUSG00000031791	ENSG00000072954
ENSMUSG00000051003	Olfr161	0.0013942610000000002	1.670340529	protein_coding	protein_coding	Upregulated	ENSMUSG00000051003	ENSG00000168124
ENSMUSG00000051003	Olfr161	0.0013942610000000002	1.670340529	protein_coding	protein_coding	Upregulated	ENSMUSG00000051003	ENSG00000203581
ENSMUSG00000053279	Aldh1a1	0.000200447	1.67071981	protein_coding	protein_coding	Upregulated	ENSMUSG00000053279	ENSG00000165092
ENSMUSG00000038903	Ccdc68	3.04e-05	1.6707891819999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000038903	ENSG00000166510
ENSMUSG00000059742	Kcnh7	0.0035049120000000002	1.671562066	protein_coding	protein_coding	Upregulated	ENSMUSG00000059742	ENSG00000184611
ENSMUSG00000072809	9330160F10Rik	0.01877449	1.672587419	other	other	Upregulated		
ENSMUSG00000020032	Nuak1	0.014796895	1.67369096	protein_coding	protein_coding	Upregulated	ENSMUSG00000020032	ENSG00000074590
ENSMUSG00000003992	Ssbp2	0.000243716	1.674131291	protein_coding	protein_coding	Upregulated	ENSMUSG00000003992	ENSG00000145687
ENSMUSG00000051043	Gprc5c	3.02e-06	1.6743563769999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000051043	ENSG00000170412
ENSMUSG00000053334	Ficd	3.78e-16	1.676050949	protein_coding	protein_coding	Upregulated	ENSMUSG00000053334	ENSG00000198855
ENSMUSG00000021986	Amer2	0.012335603999999998	1.6764406980000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000021986	ENSG00000165566
ENSMUSG00000089769	Gm16574	0.016437232	1.676977125	other	other	Upregulated		
ENSMUSG00000031129	Slc9a9	0.044745428	1.677320661	protein_coding	protein_coding	Upregulated	ENSMUSG00000031129	ENSG00000181804
ENSMUSG00000013846	St3gal1	1.84e-15	1.678472587	protein_coding	protein_coding	Upregulated	ENSMUSG00000013846	ENSG00000008513
ENSMUSG00000025243	Slc6a20b	0.049104851	1.6808783669999998	protein_coding	protein_coding	Upregulated		
ENSMUSG00000086401	Gm15559	0.014539274	1.683817418	other	other	Upregulated		
ENSMUSG00000020641	Rsad2	0.00022506799999999998	1.684825852	protein_coding	protein_coding	Upregulated	ENSMUSG00000020641	ENSG00000134321
ENSMUSG00000102425	Gm26616	0.004884210999999999	1.686002824	other	other	Upregulated		
ENSMUSG00000043004	Gng2	0.03105417	1.686312085	protein_coding	protein_coding	Upregulated	ENSMUSG00000043004	ENSG00000186469
ENSMUSG00000015962	1700016C15Rik	4.24e-13	1.688661629	protein_coding	protein_coding	Upregulated	ENSMUSG00000015962	ENSG00000173728
MSTRG.21052	MSTRG.21052	0.040752672000000004	1.689215811	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000050335	Lgals3	0.002395852	1.6896266690000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000050335	ENSG00000131981
ENSMUSG00000109956	Gm45428	0.049227284	1.692114816	other	other	Upregulated		
ENSMUSG00000087230	Mroh3	0.00325017	1.6921577069999998	protein_coding	protein_coding	Upregulated		
ENSMUSG00000035285	Nat14	0.012664513	1.6936841130000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000035285	ENSG00000090971
ENSMUSG00000026255	Efhd1	0.00022044099999999999	1.6966894119999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000026255	ENSG00000115468
MSTRG.37767	MSTRG.37767	0.021078136	1.69787944	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000037235	Mxd4	4.39e-07	1.699062551	protein_coding	protein_coding	Upregulated	ENSMUSG00000037235	ENSG00000123933
ENSMUSG00000017652	Cd40	0.025079936	1.699314636	protein_coding	protein_coding	Upregulated	ENSMUSG00000017652	ENSG00000101017
ENSMUSG00000021620	Acot12	0.0062864159999999995	1.70003017	protein_coding	protein_coding	Upregulated	ENSMUSG00000021620	ENSG00000172497
ENSMUSG00000048905	4930539E08Rik	1.0199999999999999e-05	1.70403684	protein_coding	protein_coding	Upregulated	ENSMUSG00000048905	ENSG00000189325
MSTRG.27986	MSTRG.27986	0.0239353	1.7060809019999998	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000001120	Pcbp3	1.7100000000000002e-05	1.70688999	protein_coding	protein_coding	Upregulated	ENSMUSG00000001120	ENSG00000183570
ENSMUSG00000001248	Gramd1a	0.008671348	1.70927062	protein_coding	protein_coding	Upregulated	ENSMUSG00000001248	ENSG00000089351
ENSMUSG00000020034	Tcp11l2	0.000406756	1.709511875	protein_coding	protein_coding	Upregulated	ENSMUSG00000020034	ENSG00000166046
MSTRG.35161	MSTRG.35161	0.014874171	1.709536037	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
MSTRG.44122	MSTRG.44122	0.0013344370000000002	1.710147822	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000054582	Pabpc1l	0.001154155	1.7111098040000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000054582	ENSG00000101104
ENSMUSG00000081058	Hist2h3c2	0.01772184	1.7132263140000001	protein_coding	protein_coding	Upregulated		
ENSMUSG00000010825	Grid2ip	0.000142815	1.713351354	protein_coding	protein_coding	Upregulated	ENSMUSG00000010825	ENSG00000215045
MSTRG.29683	MSTRG.29683	9.990000000000002e-05	1.71363158	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000046841	Ckap4	1.36e-06	1.714075305	protein_coding	protein_coding	Upregulated	ENSMUSG00000046841	ENSG00000136026
ENSMUSG00000054200	Ffar4	0.000271208	1.715751724	protein_coding	protein_coding	Upregulated	ENSMUSG00000054200	ENSG00000186188
ENSMUSG00000050357	Carmil2	0.0013250470000000002	1.718647366	protein_coding	protein_coding	Upregulated	ENSMUSG00000050357	ENSG00000159753
ENSMUSG00000078349	AW011738	6.61e-05	1.71882264	protein_coding	protein_coding	Upregulated		
ENSMUSG00000059713	Rcan3	1.2200000000000002e-10	1.719025078	protein_coding	protein_coding	Upregulated	ENSMUSG00000059713	ENSG00000117602
ENSMUSG00000085603	Gm11346	0.045690506	1.719185201	other	other	Upregulated		
ENSMUSG00000008734	Gprc5b	0.012262414	1.72011596	protein_coding	protein_coding	Upregulated	ENSMUSG00000008734	ENSG00000167191
mmu-miR-195a-5p	mmu-miR-195a-5p	0.00275	1.72039658	miRNA		Upregulated		
ENSMUSG00000040987	Mill2	0.0032912590000000004	1.72186278	protein_coding	protein_coding	Upregulated		
ENSMUSG00000072244	Trim6	0.048080779000000004	1.725076454	protein_coding	protein_coding	Upregulated	ENSMUSG00000072244	ENSG00000121236
ENSMUSG00000032122	Slc37a2	0.010603282	1.7264646030000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000032122	ENSG00000134955
ENSMUSG00000019944	Rhobtb1	5.429999999999999e-05	1.72749056	protein_coding	protein_coding	Upregulated	ENSMUSG00000019944	ENSG00000072422
ENSMUSG00000026815	Gfi1b	0.000614182	1.7300681130000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000026815	ENSG00000165702
ENSMUSG00000020635	Fkbp1b	0.000264388	1.730078674	protein_coding	protein_coding	Upregulated	ENSMUSG00000020635	ENSG00000119782
ENSMUSG00000039629	Strip2	0.007132658	1.732234268	protein_coding	protein_coding	Upregulated	ENSMUSG00000039629	ENSG00000128578
ENSMUSG00000021720	Rnf180	0.0013110320000000002	1.7363482769999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000021720	ENSG00000164197
ENSMUSG00000037962	Rflna	0.033717059	1.738905502	protein_coding	protein_coding	Upregulated	ENSMUSG00000037962	ENSG00000178882
ENSMUSG00000032420	Nt5e	0.014017112	1.740092442	protein_coding	protein_coding	Upregulated		
ENSMUSG00000038068	Rnf144b	4.75e-06	1.7403777230000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000038068	ENSG00000137393
ENSMUSG00000056411	Gm12500	0.006729566	1.7405930569999999	other	other	Upregulated		
ENSMUSG00000042675	Ypel3	2.54e-09	1.7431878440000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000042675	ENSG00000090238
ENSMUSG00000028597	Gpx7	0.01296706	1.746467026	protein_coding	protein_coding	Upregulated	ENSMUSG00000028597	ENSG00000116157
ENSMUSG00000051074	4930579K19Rik	0.001324272	1.746742464	other	other	Upregulated		
ENSMUSG00000037005	Xpnpep2	4.320000000000001e-09	1.747006911	protein_coding	protein_coding	Upregulated	ENSMUSG00000037005	ENSG00000122121
ENSMUSG00000025432	Avil	1.18e-05	1.748301175	protein_coding	protein_coding	Upregulated	ENSMUSG00000025432	ENSG00000135407
ENSMUSG00000026782	Abi2	0.001084968	1.748656675	protein_coding	protein_coding	Upregulated	ENSMUSG00000026782	ENSG00000138443
ENSMUSG00000039115	Itga9	0.013618904	1.749864303	protein_coding	protein_coding	Upregulated	ENSMUSG00000039115	ENSG00000144668
ENSMUSG00000029470	P2rx4	1.82e-16	1.750147208	protein_coding	protein_coding	Upregulated	ENSMUSG00000029470	ENSG00000135124
ENSMUSG00000049807	Arhgap23	0.00041719099999999997	1.7501941909999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000049807	ENSG00000273780; ENSG00000275832
ENSMUSG00000047242	Taf9b	0.0018004310000000001	1.7525221919999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000047242	ENSG00000187325
ENSMUSG00000047298	Kcnv2	0.0030349440000000004	1.7528258859999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000047298	ENSG00000168263
ENSMUSG00000049892	Rasd1	4.95e-09	1.7550165	protein_coding	protein_coding	Upregulated	ENSMUSG00000049892	ENSG00000108551
ENSMUSG00000017639	Rab11fip4	3.71e-11	1.7593369819999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000017639	ENSG00000131242
ENSMUSG00000060063	Alox5ap	0.027877062	1.7639739269999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000060063	ENSG00000132965
ENSMUSG00000028825	Rhd	0.04183167	1.7647228730000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000028825	ENSG00000188672
ENSMUSG00000028825	Rhd	0.04183167	1.7647228730000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000028825	ENSG00000187010
ENSMUSG00000074912	Gm14207	0.000107635	1.7647290969999998	other	other	Upregulated		
ENSMUSG00000110597	RP23-146A22.3	1.9e-06	1.765188199	other	other	Upregulated		
ENSMUSG00000040829	Zmynd15	0.002925028	1.765205046	protein_coding	protein_coding	Upregulated	ENSMUSG00000040829	ENSG00000141497
ENSMUSG00000054909	Wbscr25	0.026802654	1.7656614819999998	other	other	Upregulated		
ENSMUSG00000028699	Tspan1	9.959999999999999e-23	1.765786186	protein_coding	protein_coding	Upregulated	ENSMUSG00000028699	ENSG00000117472
ENSMUSG00000085667	Gm12992	0.002360108	1.7681360590000001	other	other	Upregulated		
ENSMUSG00000039384	Dusp10	1.77e-15	1.768384641	protein_coding	protein_coding	Upregulated	ENSMUSG00000039384	ENSG00000143507
ENSMUSG00000054434	Tmem120b	4.89e-07	1.76897091	protein_coding	protein_coding	Upregulated	ENSMUSG00000054434	ENSG00000188735
ENSMUSG00000048200	Cracr2b	6.52e-11	1.769816663	protein_coding	protein_coding	Upregulated	ENSMUSG00000048200	ENSG00000177685
ENSMUSG00000046223	Plaur	6.85e-09	1.769932716	protein_coding	protein_coding	Upregulated	ENSMUSG00000046223	ENSG00000011422
ENSMUSG00000039347	Atp6v0e2	1.82e-19	1.7720113080000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000039347	ENSG00000171130
ENSMUSG00000032625	Thsd7a	0.040130097	1.77286814	protein_coding	protein_coding	Upregulated	ENSMUSG00000032625	ENSG00000005108
ENSMUSG00000062760	1810041L15Rik	0.044160557999999996	1.773937193	protein_coding	protein_coding	Upregulated	ENSMUSG00000062760	ENSG00000138944
ENSMUSG00000025969	Nrp2	0.00250821	1.7781349640000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000025969	ENSG00000118257
ENSMUSG00000034118	Tpst1	1.1e-11	1.7795006000000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000034118	ENSG00000169902
ENSMUSG00000024184	Pdia2	0.006286539	1.7804275980000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000024184	ENSG00000185615
ENSMUSG00000018865	Sult4a1	1.4400000000000001e-05	1.781993306	protein_coding	protein_coding	Upregulated	ENSMUSG00000018865	ENSG00000130540
ENSMUSG00000021685	Otp	0.017068198	1.783024255	protein_coding	protein_coding	Upregulated	ENSMUSG00000021685	ENSG00000171540
ENSMUSG00000021730	Hcn1	5.870000000000001e-05	1.785164183	protein_coding	protein_coding	Upregulated	ENSMUSG00000021730	ENSG00000164588
ENSMUSG00000047501	Cldn4	3.5600000000000005e-11	1.785244513	protein_coding	protein_coding	Upregulated	ENSMUSG00000047501	ENSG00000189143
ENSMUSG00000011256	Adam19	0.034266915	1.785847931	protein_coding	protein_coding	Upregulated	ENSMUSG00000011256	ENSG00000135074
ENSMUSG00000031493	Ggn	0.003608843	1.786084758	protein_coding	protein_coding	Upregulated	ENSMUSG00000031493	ENSG00000179168
ENSMUSG00000028545	Bend5	0.0034596709999999997	1.786626628	protein_coding	protein_coding	Upregulated	ENSMUSG00000028545	ENSG00000162373
mmu-miR-700-3p	mmu-miR-700-3p	9.04e-05	1.7899201530000002	miRNA		Upregulated		
ENSMUSG00000079038	D130040H23Rik	0.009761462	1.790852979	protein_coding	protein_coding	Upregulated	ENSMUSG00000079038	ENSG00000196381
ENSMUSG00000062591	Tubb4a	1.6399999999999997e-09	1.7936050380000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000062591	ENSG00000104833
MSTRG.48166	MSTRG.48166	5.23e-07	1.7967241390000002	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000031844	Hsd17b2	0.002345491	1.797764343	protein_coding	protein_coding	Upregulated	ENSMUSG00000031844	ENSG00000086696
ENSMUSG00000022686	B3gnt5	0.041942514	1.798141063	protein_coding	protein_coding	Upregulated	ENSMUSG00000022686	ENSG00000176597
ENSMUSG00000031253	Srpx2	0.023057519	1.799169945	protein_coding	protein_coding	Upregulated	ENSMUSG00000031253	ENSG00000102359
MSTRG.14934	MSTRG.14934	0.0011964789999999999	1.7992636469999999	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000027712	Anxa5	9.390000000000001e-13	1.800112084	protein_coding	protein_coding	Upregulated	ENSMUSG00000027712	ENSG00000164111
ENSMUSG00000033900	Map9	6.49e-05	1.800346394	protein_coding	protein_coding	Upregulated	ENSMUSG00000033900	ENSG00000164114
ENSMUSG00000026068	Il18rap	2.51e-05	1.80125208	protein_coding	protein_coding	Upregulated	ENSMUSG00000026068	ENSG00000115607
ENSMUSG00000063929	Cyp4a32	0.049537215999999995	1.8032040409999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000063929	ENSG00000162365
ENSMUSG00000063929	Cyp4a32	0.049537215999999995	1.8032040409999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000063929	ENSG00000187048
ENSMUSG00000032679	Cd59a	0.001712529	1.803900235	protein_coding	protein_coding	Upregulated	ENSMUSG00000032679	ENSG00000085063
ENSMUSG00000015568	Lpl	0.007147619	1.8073686340000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000015568	ENSG00000175445
ENSMUSG00000048473	Sult6b2	7.240000000000001e-05	1.810527033	protein_coding	protein_coding	Upregulated		
ENSMUSG00000028017	Egf	2.8699999999999996e-05	1.810769188	protein_coding	protein_coding	Upregulated	ENSMUSG00000028017	ENSG00000138798
ENSMUSG00000064140	Trim38	3.24e-05	1.812408849	protein_coding	protein_coding	Upregulated	ENSMUSG00000064140	ENSG00000112343
ENSMUSG00000022148	Fyb	0.000400054	1.814279736	protein_coding	protein_coding	Upregulated	ENSMUSG00000022148	ENSG00000082074
MSTRG.20154	MSTRG.20154	0.0007516280000000001	1.814798561	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000061292	Cyp3a59	0.00065889	1.814972566	protein_coding	protein_coding	Upregulated		
ENSMUSG00000041268	Dmxl2	0.0012663519999999999	1.815388864	protein_coding	protein_coding	Upregulated	ENSMUSG00000041268	ENSG00000104093
ENSMUSG00000003134	Tbc1d8	5.820000000000001e-25	1.81564246	protein_coding	protein_coding	Upregulated	ENSMUSG00000003134	ENSG00000204634
ENSMUSG00000046378	Asphd1	0.03476574	1.818540515	protein_coding	protein_coding	Upregulated	ENSMUSG00000046378	ENSG00000174939
ENSMUSG00000039934	Gsap	3.65e-05	1.819535935	protein_coding	protein_coding	Upregulated	ENSMUSG00000039934	ENSG00000186088
ENSMUSG00000045215	Asxl3	0.0019091610000000001	1.819641769	protein_coding	protein_coding	Upregulated	ENSMUSG00000045215	ENSG00000141431
MSTRG.49753	MSTRG.49753	0.000469684	1.820662333	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000002006	Pdzd4	1.25e-05	1.8216038890000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000002006	ENSG00000067840
ENSMUSG00000028750	Pla2g2c	0.028071013	1.821975451	protein_coding	protein_coding	Upregulated	ENSMUSG00000028750	ENSG00000187980
ENSMUSG00000052353	Cemip	5.04e-06	1.8222814440000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000052353	ENSG00000103888
ENSMUSG00000022840	Adcy5	0.006136365	1.8233036740000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000022840	ENSG00000173175
ENSMUSG00000106896	G630022F23Rik	0.021662486	1.823600249	other	other	Upregulated		
ENSMUSG00000047109	Cldn14	0.001911865	1.823722734	protein_coding	protein_coding	Upregulated	ENSMUSG00000047109	ENSG00000159261
ENSMUSG00000026930	Gpsm1	8.54e-09	1.8247505830000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000026930	ENSG00000160360
ENSMUSG00000029163	Emilin1	0.01720501	1.825496556	protein_coding	protein_coding	Upregulated	ENSMUSG00000029163	ENSG00000138080
ENSMUSG00000060429	Sntb1	0.001798264	1.82796678	protein_coding	protein_coding	Upregulated	ENSMUSG00000060429	ENSG00000172164
MSTRG.27116	MSTRG.27116	0.025939287000000002	1.829255205	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000047798	Cd300lf	4.23e-05	1.8296743930000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000047798	ENSG00000186074
ENSMUSG00000089901	Gm8113	0.00015190899999999999	1.83399203	protein_coding	protein_coding	Upregulated		
ENSMUSG00000042684	Npl	0.003993645	1.834018276	protein_coding	protein_coding	Upregulated	ENSMUSG00000042684	ENSG00000135838
ENSMUSG00000031377	Bmx	0.000349879	1.8350083640000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000031377	ENSG00000102010
ENSMUSG00000037822	Smim14	4.98e-27	1.836196911	protein_coding	protein_coding	Upregulated	ENSMUSG00000037822	ENSG00000163683
ENSMUSG00000000058	Cav2	0.000743686	1.8365322609999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000000058	ENSG00000105971
ENSMUSG00000041476	Smpx	0.00473444	1.8367883919999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000041476	ENSG00000091482
ENSMUSG00000034771	Tle2	5.96e-06	1.838001545	protein_coding	protein_coding	Upregulated	ENSMUSG00000034771	ENSG00000065717
ENSMUSG00000032353	Tmed3	3.04e-28	1.839921168	protein_coding	protein_coding	Upregulated	ENSMUSG00000032353	ENSG00000166557
ENSMUSG00000037568	Vash2	1.73e-08	1.842758389	protein_coding	protein_coding	Upregulated	ENSMUSG00000037568	ENSG00000143494
ENSMUSG00000093805	Gm9994	0.000121263	1.843380099	protein_coding	protein_coding	Upregulated	ENSMUSG00000093805	ENSG00000154252; ENSG00000276126
ENSMUSG00000075270	Pde11a	5.01e-06	1.84476818	protein_coding	protein_coding	Upregulated		
ENSMUSG00000007989	Fzd3	0.0027317659999999996	1.845584754	protein_coding	protein_coding	Upregulated	ENSMUSG00000007989	ENSG00000104290
ENSMUSG00000103472	Pcdhga7	0.001205712	1.846441205	protein_coding	protein_coding	Upregulated		
ENSMUSG00000044072	Eml6	0.0029596999999999996	1.8467350630000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000044072	ENSG00000214595
ENSMUSG00000020682	Mmp28	2.27e-06	1.8467575019999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000020682	ENSG00000278843; ENSG00000271447
ENSMUSG00000103037	Pcdhgb1	0.001885405	1.84883731	protein_coding	protein_coding	Upregulated		
ENSMUSG00000050097	Ces2b	0.007845925	1.849224266	protein_coding	protein_coding	Upregulated		
ENSMUSG00000038560	Sp6	0.019591623	1.850399211	protein_coding	protein_coding	Upregulated	ENSMUSG00000038560	ENSG00000189120
ENSMUSG00000102742	Pcdhga11	0.020485947	1.8524190630000001	protein_coding	protein_coding	Upregulated		
ENSMUSG00000105155	Gm42910	0.021869661000000002	1.854792213	other	other	Upregulated		
ENSMUSG00000019235	Rps6kl1	0.032384182000000004	1.856027516	protein_coding	protein_coding	Upregulated	ENSMUSG00000019235	ENSG00000198208
ENSMUSG00000099364	5730419F03Rik	0.007086281999999999	1.856740941	lincRNA	lincRNA	Upregulated		
ENSMUSG00000009246	Trpm5	3.9500000000000005e-05	1.8587423140000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000009246	ENSG00000070985
ENSMUSG00000090353	Gm17555	0.019745836	1.858801331	protein_coding	protein_coding	Upregulated		
ENSMUSG00000003545	Fosb	0.0018194620000000002	1.859871445	protein_coding	protein_coding	Upregulated	ENSMUSG00000003545	ENSG00000125740
ENSMUSG00000032507	Fbxl2	0.006602983000000001	1.860108202	protein_coding	protein_coding	Upregulated	ENSMUSG00000032507	ENSG00000153558
ENSMUSG00000097131	D230017M19Rik	0.0049786809999999996	1.860522983	lincRNA	lincRNA	Upregulated		
ENSMUSG00000048970	C1galt1c1	6.65e-21	1.8608126269999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000048970	ENSG00000171155
ENSMUSG00000078984	Gm11027	0.039564542	1.865196544	protein_coding	protein_coding	Upregulated		
ENSMUSG00000074625	Arhgap40	1.32e-05	1.865227914	protein_coding	protein_coding	Upregulated	ENSMUSG00000074625	ENSG00000124143
MSTRG.48567	MSTRG.48567	0.015735493	1.8654440230000002	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000108348	Gm42372	0.02229521	1.866781913	protein_coding	protein_coding	Upregulated		
ENSMUSG00000051832	E230016K23Rik	0.022192904	1.867244897	other	other	Upregulated		
ENSMUSG00000111334	RP23-104D6.8	0.000248418	1.8672986980000001	other	other	Upregulated		
ENSMUSG00000047878	A4galt	5.89e-07	1.8675454809999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000047878	ENSG00000128274
ENSMUSG00000027075	Slc43a1	1.1400000000000001e-10	1.86792298	protein_coding	protein_coding	Upregulated	ENSMUSG00000027075	ENSG00000149150
ENSMUSG00000035486	Plk5	7.609999999999999e-07	1.870234538	protein_coding	protein_coding	Upregulated		
ENSMUSG00000070576	Mn1	0.045045034000000005	1.871900062	protein_coding	protein_coding	Upregulated	ENSMUSG00000070576	ENSG00000169184
ENSMUSG00000050822	Slc29a4	5.4600000000000006e-05	1.873712016	protein_coding	protein_coding	Upregulated	ENSMUSG00000050822	ENSG00000164638
ENSMUSG00000020182	Ddc	1.5400000000000001e-16	1.8751626280000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000020182	ENSG00000132437
ENSMUSG00000087651	1500009L16Rik	3.79e-07	1.879539064	protein_coding	protein_coding	Upregulated	ENSMUSG00000087651	ENSG00000235162
ENSMUSG00000098094	Scgb2b17	9.68e-06	1.880484645	protein_coding	protein_coding	Upregulated		
ENSMUSG00000046460	Sh2d7	0.000293322	1.8810243580000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000046460	ENSG00000183476
ENSMUSG00000079497	Gm13420	0.016854113	1.88109259	protein_coding	protein_coding	Upregulated		
ENSMUSG00000009731	Kcnd1	0.019327241999999998	1.8829815090000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000009731	ENSG00000102057
ENSMUSG00000048078	Tenm4	0.0037620609999999997	1.884360795	protein_coding	protein_coding	Upregulated	ENSMUSG00000048078	ENSG00000149256
ENSMUSG00000095448	Olfr859	0.0065652919999999995	1.884935595	protein_coding	protein_coding	Upregulated		
ENSMUSG00000027435	Cd93	0.025287011	1.8859769880000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000027435	ENSG00000125810
ENSMUSG00000028927	Padi2	0.002760465	1.886629881	protein_coding	protein_coding	Upregulated	ENSMUSG00000028927	ENSG00000117115
ENSMUSG00000085183	Gm12603	0.001084163	1.889835437	lincRNA	lincRNA	Upregulated		
ENSMUSG00000047787	Flrt1	0.0007013210000000001	1.890033024	protein_coding	protein_coding	Upregulated	ENSMUSG00000047787	ENSG00000126500
ENSMUSG00000097972	Scgb2b15	9.01e-06	1.890841211	protein_coding	protein_coding	Upregulated		
ENSMUSG00000070034	Sp110	0.020507835	1.893049065	protein_coding	protein_coding	Upregulated	ENSMUSG00000070034	ENSG00000135899
ENSMUSG00000028634	Hivep3	5.2e-06	1.893375215	protein_coding	protein_coding	Upregulated	ENSMUSG00000028634	ENSG00000127124
ENSMUSG00000110716	RP24-94F12.4	3.91e-05	1.8934075519999998	other	other	Upregulated		
ENSMUSG00000019066	Rab3d	2.2000000000000002e-16	1.893908726	protein_coding	protein_coding	Upregulated	ENSMUSG00000019066	ENSG00000105514
ENSMUSG00000091721	Gimd1	8.01e-12	1.8941896390000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000091721	ENSG00000250298
MSTRG.15335	MSTRG.15335	0.0067645940000000005	1.894204444	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000051146	Camk2n2	1.06e-09	1.895689451	protein_coding	protein_coding	Upregulated	ENSMUSG00000051146	ENSG00000163888
ENSMUSG00000086782	E130102H24Rik	0.019057203999999998	1.898139688	lincRNA	lincRNA	Upregulated		
ENSMUSG00000035692	Isg15	0.00010024799999999999	1.8984379580000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000035692	ENSG00000187608
ENSMUSG00000017868	Sgk2	0.000305403	1.899732165	protein_coding	protein_coding	Upregulated	ENSMUSG00000017868	ENSG00000101049
