target_id	gene_name	qval	log2fc	final_annotation	direction	final_annotation.y
ENSMUSG00000037822	Smim14	8.45E-18	1.653873796	protein_coding	Upregulated	protein_coding
ENSMUSG00000037852	Cpe	6.80E-53	4.22909654	protein_coding	Upregulated	protein_coding
ENSMUSG00000037855	Zfp365	1.35E-07	4.139625991	protein_coding	Upregulated	protein_coding
ENSMUSG00000037860	Aim2	0.015026793	-1.312843886	protein_coding	Downregulated	protein_coding
ENSMUSG00000037905	Bri3bp	2.89E-09	-1.511004604	protein_coding	Downregulated	protein_coding
ENSMUSG00000037936	Scarb1	4.87E-07	-2.129275091	protein_coding	Downregulated	protein_coding
ENSMUSG00000037942	Crp	1.38E-09	3.95997822	protein_coding	Upregulated	protein_coding
ENSMUSG00000037946	Fgd3	4.05E-14	2.343878363	protein_coding	Upregulated	protein_coding
ENSMUSG00000037949	Ano10	7.06E-10	1.173127309	protein_coding	Upregulated	protein_coding
ENSMUSG00000037953	A4gnt	0.040581681	-1.155351059	protein_coding	Downregulated	protein_coding
ENSMUSG00000037972	Snn	2.11E-06	1.523476486	protein_coding	Upregulated	protein_coding
ENSMUSG00000037979	Ccdc92	0.000210314	2.621305571	protein_coding	Upregulated	protein_coding
ENSMUSG00000037989	Wnk2	9.26E-09	-1.304172022	protein_coding	Downregulated	protein_coding
ENSMUSG00000037991	Rmi2	0.00681032	-1.09907101	protein_coding	Downregulated	protein_coding
ENSMUSG00000037994	Slc9b2	0.003238879	-2.15766491	protein_coding	Downregulated	protein_coding
ENSMUSG00000038010	Ccdc138	3.27E-06	-1.373926643	protein_coding	Downregulated	protein_coding
ENSMUSG00000038042	Ptpdc1	0.006281534	1.351602239	protein_coding	Upregulated	protein_coding
ENSMUSG00000038065	Mturn	3.37E-05	2.905025642	protein_coding	Upregulated	protein_coding
ENSMUSG00000038079	Tmem237	0.000331937	-2.751477007	protein_coding	Downregulated	protein_coding
ENSMUSG00000038112	AW551984	0.017634642	1.886583569	protein_coding	Upregulated	protein_coding
ENSMUSG00000038121	Fam210a	1.05E-13	-1.54995166	protein_coding	Downregulated	protein_coding
ENSMUSG00000038152	5033430I15Rik	0.01585954	1.126140003	lincRNA	Upregulated	lincRNA
ENSMUSG00000038175	Mylip	0.000943362	1.651533918	protein_coding	Upregulated	protein_coding
ENSMUSG00000038181	Chpf2	0.002016136	1.095114696	protein_coding	Upregulated	protein_coding
ENSMUSG00000038209	Itln1	1.39E-47	4.19530506	protein_coding	Upregulated	protein_coding
ENSMUSG00000038224	Serpinf2	6.24E-06	1.817212627	protein_coding	Upregulated	protein_coding
ENSMUSG00000038248	Sobp	9.84E-14	4.876776291	protein_coding	Upregulated	protein_coding
ENSMUSG00000038252	Ncapd2	0.000769477	-1.066883982	protein_coding	Downregulated	protein_coding
ENSMUSG00000038253	Hoxa5	0.01653764	1.483700328	protein_coding	Upregulated	protein_coding
ENSMUSG00000038255	Neurod2	1.96E-06	3.122653445	protein_coding	Upregulated	protein_coding
ENSMUSG00000038280	Ostm1	1.64E-05	1.371499954	protein_coding	Upregulated	protein_coding
ENSMUSG00000038286	Bphl	3.36E-08	-1.085315093	protein_coding	Downregulated	protein_coding
ENSMUSG00000038296	Galnt18	0.009357957	3.510471636	protein_coding	Upregulated	protein_coding
ENSMUSG00000038298	Pdzk1	0.000117103	-2.645685855	protein_coding	Downregulated	protein_coding
ENSMUSG00000038305	Spats2l	1.86E-17	3.229372185	protein_coding	Upregulated	protein_coding
ENSMUSG00000038312	Edem2	1.08E-09	1.177398159	protein_coding	Upregulated	protein_coding
ENSMUSG00000038319	Kcnh2	2.94E-09	2.053511704	protein_coding	Upregulated	protein_coding
ENSMUSG00000038332	Sesn1	3.34E-10	-1.229324425	protein_coding	Downregulated	protein_coding
ENSMUSG00000038349	Plcl1	0.001881449	3.966892242	protein_coding	Upregulated	protein_coding
ENSMUSG00000038354	Ankrd35	1.29E-07	2.552537142	protein_coding	Upregulated	protein_coding
ENSMUSG00000038371	Sbf2	4.30E-07	-1.002286538	protein_coding	Downregulated	protein_coding
ENSMUSG00000038379	Ttk	5.80E-05	-1.167559013	protein_coding	Downregulated	protein_coding
ENSMUSG00000038390	Gpr162	0.003415947	2.882374989	protein_coding	Upregulated	protein_coding
ENSMUSG00000038412	Higd1a	0.002015868	-1.421340321	protein_coding	Downregulated	protein_coding
ENSMUSG00000038422	Hdhd3	8.72E-07	-1.405589679	protein_coding	Downregulated	protein_coding
ENSMUSG00000038451	Spsb2	6.00E-09	1.369934716	protein_coding	Upregulated	protein_coding
ENSMUSG00000038456	Dennd2a	9.12E-10	3.678088304	protein_coding	Upregulated	protein_coding
ENSMUSG00000038463	Olfml2b	1.59E-06	3.453762889	protein_coding	Upregulated	protein_coding
ENSMUSG00000038486	Sv2a	1.34E-06	4.048451712	protein_coding	Upregulated	protein_coding
ENSMUSG00000038496	Slc19a3	0.011665212	-1.829812159	protein_coding	Downregulated	protein_coding
ENSMUSG00000038497	Tmco3	7.69E-10	1.515445013	protein_coding	Upregulated	protein_coding
ENSMUSG00000038507	Parp12	2.94E-16	1.873107716	protein_coding	Upregulated	protein_coding
ENSMUSG00000038527	C1rl	0.000418646	-2.627619224	protein_coding	Downregulated	protein_coding
ENSMUSG00000038530	Rgs4	0.002481628	1.394932019	protein_coding	Upregulated	protein_coding
ENSMUSG00000038545	Cul7	2.62E-12	1.589706621	protein_coding	Upregulated	protein_coding
ENSMUSG00000038555	Reep2	2.31E-08	4.919471292	protein_coding	Upregulated	protein_coding
ENSMUSG00000038560	Sp6	0.015927603	2.064698718	protein_coding	Upregulated	protein_coding
ENSMUSG00000038580	Sct	1.89E-67	5.760037077	protein_coding	Upregulated	protein_coding
ENSMUSG00000038599	Capn8	3.13E-06	1.341935895	protein_coding	Upregulated	protein_coding
ENSMUSG00000038602	Slc35f1	0.001594001	3.674986247	protein_coding	Upregulated	protein_coding
ENSMUSG00000038641	Akr1d1	2.07E-05	-4.040004691	protein_coding	Downregulated	protein_coding
ENSMUSG00000038644	Pold1	0.000284015	-1.264806781	protein_coding	Downregulated	protein_coding
ENSMUSG00000038670	Mybpc2	0.00051473	-2.672972588	protein_coding	Downregulated	protein_coding
ENSMUSG00000038692	Hoxb4	3.75E-18	4.334460311	protein_coding	Upregulated	protein_coding
ENSMUSG00000038700	Hoxb5	3.76E-09	4.972527735	protein_coding	Upregulated	protein_coding
ENSMUSG00000038704	Aspdh	0.001253131	-2.00179605	protein_coding	Downregulated	protein_coding
ENSMUSG00000038740	Mvb12b	0.002837124	1.754136254	protein_coding	Upregulated	protein_coding
ENSMUSG00000038742	Angptl6	0.013629748	-1.31121408	protein_coding	Downregulated	protein_coding
ENSMUSG00000038745	Nlrp6	2.17E-24	-3.492087311	protein_coding	Downregulated	protein_coding
ENSMUSG00000038751	Ptk6	6.95E-05	-4.734952072	protein_coding	Downregulated	protein_coding
ENSMUSG00000038765	Lmx1b	7.28E-09	4.196467269	protein_coding	Upregulated	protein_coding
ENSMUSG00000038768	9130409I23Rik	0.001780028	-1.927191762	protein_coding	Downregulated	protein_coding
ENSMUSG00000038770	Kpna7	4.74E-05	-6.378263067	protein_coding	Downregulated	protein_coding
ENSMUSG00000038777	Sema6c	0.024617281	2.014549862	protein_coding	Upregulated	protein_coding
ENSMUSG00000038793	Lefty1	0.033217182	1.566648146	protein_coding	Upregulated	protein_coding
ENSMUSG00000038836	Agbl3	0.000953424	2.279697965	protein_coding	Upregulated	protein_coding
ENSMUSG00000038838	Vars2	5.83E-07	-1.181414691	protein_coding	Downregulated	protein_coding
ENSMUSG00000038843	Gcnt1	0.000856117	1.95024369	protein_coding	Upregulated	protein_coding
ENSMUSG00000038879	Nipal2	5.62E-07	2.226448638	protein_coding	Upregulated	protein_coding
ENSMUSG00000038884	A230050P20Rik	0.010572265	1.006316877	protein_coding	Upregulated	protein_coding
ENSMUSG00000038893	Fam117a	1.96E-06	1.464226901	protein_coding	Upregulated	protein_coding
ENSMUSG00000038903	Ccdc68	0.028018535	1.037746398	protein_coding	Upregulated	protein_coding
ENSMUSG00000038917	3930402G23Rik	3.85E-14	-4.440048886	lincRNA	Downregulated	lincRNA
ENSMUSG00000038984	Tspyl5	0.003589338	2.511581329	protein_coding	Upregulated	protein_coding
ENSMUSG00000039004	Bmp6	0.000695375	3.87987215	protein_coding	Upregulated	protein_coding
ENSMUSG00000039005	Tlr4	0.000558334	3.364007543	protein_coding	Upregulated	protein_coding
ENSMUSG00000039007	Cpq	2.47E-09	1.318173952	protein_coding	Upregulated	protein_coding
ENSMUSG00000039013	Siglecf	0.017349516	-1.084438131	protein_coding	Downregulated	protein_coding
ENSMUSG00000039031	Arhgap18	2.89E-11	-1.312713407	protein_coding	Downregulated	protein_coding
ENSMUSG00000039050	Osbpl2	3.41E-09	1.147394261	protein_coding	Upregulated	protein_coding
ENSMUSG00000039059	Hrh3	0.048410936	1.3392426	protein_coding	Upregulated	protein_coding
ENSMUSG00000039063	Echdc3	8.86E-09	-2.198167721	protein_coding	Downregulated	protein_coding
ENSMUSG00000039081	Zfp503	0.037949316	2.366732807	protein_coding	Upregulated	protein_coding
ENSMUSG00000039087	Rreb1	6.99E-05	-1.052791226	protein_coding	Downregulated	protein_coding
ENSMUSG00000039099	Wdr93	0.000343433	-2.194003481	protein_coding	Downregulated	protein_coding
ENSMUSG00000039114	Nrn1	0.000160904	-2.927845398	protein_coding	Downregulated	protein_coding
ENSMUSG00000039115	Itga9	0.007076802	2.055093947	protein_coding	Upregulated	protein_coding
ENSMUSG00000039116	Adgrg6	0.001273251	2.619322799	protein_coding	Upregulated	protein_coding
ENSMUSG00000039126	Prune2	5.49E-35	3.992501074	protein_coding	Upregulated	protein_coding
ENSMUSG00000039145	Camk1d	2.38E-07	-1.049466844	protein_coding	Downregulated	protein_coding
ENSMUSG00000039157	Fam102a	1.00E-06	1.283318083	protein_coding	Upregulated	protein_coding
ENSMUSG00000039158	Akna	0.000390668	1.232811212	protein_coding	Upregulated	protein_coding
ENSMUSG00000039166	Akap7	1.75E-23	-2.04089105	protein_coding	Downregulated	protein_coding
ENSMUSG00000039168	Dap	6.83E-06	1.158566412	protein_coding	Upregulated	protein_coding
ENSMUSG00000039178	Tbc1d19	0.004037501	1.242209645	protein_coding	Upregulated	protein_coding
ENSMUSG00000039195	1110008P14Rik	0.002096028	1.286212911	protein_coding	Upregulated	protein_coding
ENSMUSG00000039200	Atf7ip2	0.011735428	-1.314330606	protein_coding	Downregulated	protein_coding
ENSMUSG00000039232	Stx11	9.26E-05	2.540308126	protein_coding	Upregulated	protein_coding
ENSMUSG00000039236	Isg20	1.36E-07	1.417732459	protein_coding	Upregulated	protein_coding
ENSMUSG00000039238	Zfp750	1.62E-08	3.576022374	protein_coding	Upregulated	protein_coding
ENSMUSG00000039239	Tgfb2	2.20E-12	4.94287659	protein_coding	Upregulated	protein_coding
ENSMUSG00000039270	Megf9	8.82E-07	1.655760417	protein_coding	Upregulated	protein_coding
ENSMUSG00000039278	Pcsk1n	8.44E-05	6.451260094	protein_coding	Upregulated	protein_coding
ENSMUSG00000039304	Tnfsf10	3.96E-08	-3.259903454	protein_coding	Downregulated	protein_coding
ENSMUSG00000039323	Igfbp2	5.93E-54	6.603511506	protein_coding	Upregulated	protein_coding
ENSMUSG00000039339	Mfsd4b2	2.33E-15	-3.315481545	protein_coding	Downregulated	protein_coding
ENSMUSG00000039347	Atp6v0e2	1.47E-29	2.44881438	protein_coding	Upregulated	protein_coding
ENSMUSG00000039372	Mar-04	5.06E-21	3.753640245	protein_coding	Upregulated	protein_coding
ENSMUSG00000039384	Dusp10	2.24E-18	2.154378695	protein_coding	Upregulated	protein_coding
ENSMUSG00000039396	Neil3	0.000489063	-1.094240735	protein_coding	Downregulated	protein_coding
ENSMUSG00000039428	Tmem135	1.23E-05	-1.123360605	protein_coding	Downregulated	protein_coding
ENSMUSG00000039470	Zdhhc2	8.33E-09	-1.291479517	protein_coding	Downregulated	protein_coding
ENSMUSG00000039478	Micu3	1.03E-06	2.51904247	protein_coding	Upregulated	protein_coding
ENSMUSG00000039485	Tspyl4	8.84E-13	3.785728122	protein_coding	Upregulated	protein_coding
ENSMUSG00000039497	Dse	2.32E-07	3.708455335	protein_coding	Upregulated	protein_coding
ENSMUSG00000039530	Tusc3	3.38E-12	1.430109471	protein_coding	Upregulated	protein_coding
ENSMUSG00000039601	Rcan2	1.50E-05	7.072579372	protein_coding	Upregulated	protein_coding
ENSMUSG00000039607	Rbms3	1.17E-07	3.342911099	protein_coding	Upregulated	protein_coding
ENSMUSG00000039616	Mocos	0.000108995	-1.139034974	protein_coding	Downregulated	protein_coding
ENSMUSG00000039620	6430573F11Rik	4.58E-10	2.104182807	protein_coding	Upregulated	protein_coding
ENSMUSG00000039634	Zfp189	4.83E-05	1.415112397	protein_coding	Upregulated	protein_coding
ENSMUSG00000039648	Kyat1	0.006348867	-1.134564758	protein_coding	Downregulated	protein_coding
ENSMUSG00000039676	Capsl	1.01E-07	2.710250199	protein_coding	Upregulated	protein_coding
ENSMUSG00000039683	Sdk1	8.21E-23	5.644949745	protein_coding	Upregulated	protein_coding
ENSMUSG00000039693	Msantd3	2.68E-06	1.754335811	protein_coding	Upregulated	protein_coding
ENSMUSG00000039713	Plekhg5	0.004994795	1.168053348	protein_coding	Upregulated	protein_coding
ENSMUSG00000039740	Alg2	7.83E-07	1.138870695	protein_coding	Upregulated	protein_coding
ENSMUSG00000039809	Gabbr2	0.001035919	3.11652004	protein_coding	Upregulated	protein_coding
ENSMUSG00000039813	Tbc1d2	1.47E-05	1.017830289	protein_coding	Upregulated	protein_coding
ENSMUSG00000039814	Xkr5	3.92E-12	-2.579320234	protein_coding	Downregulated	protein_coding
ENSMUSG00000039851	4932438H23Rik	0.027415248	-1.126745198	protein_coding	Downregulated	protein_coding
ENSMUSG00000039878	Slc39a5	5.02E-69	-3.374141902	protein_coding	Downregulated	protein_coding
ENSMUSG00000039891	Txlnb	0.022774842	2.153494949	protein_coding	Upregulated	protein_coding
ENSMUSG00000039899	Fgl2	2.39E-12	-1.57313935	protein_coding	Downregulated	protein_coding
ENSMUSG00000039911	Spsb1	0.001898406	-1.142732876	protein_coding	Downregulated	protein_coding
ENSMUSG00000039934	Gsap	3.03E-11	3.12093033	protein_coding	Upregulated	protein_coding
ENSMUSG00000039943	Plcb4	0.000202894	2.334102598	protein_coding	Upregulated	protein_coding
ENSMUSG00000039952	Dag1	2.07E-11	-1.434822245	protein_coding	Downregulated	protein_coding
ENSMUSG00000039958	Etfbkmt	2.01E-07	-1.151980876	protein_coding	Downregulated	protein_coding
ENSMUSG00000039967	Zfp292	5.01E-09	-1.110376388	protein_coding	Downregulated	protein_coding
ENSMUSG00000039981	Zc3h12d	1.00E-16	-1.759112366	protein_coding	Downregulated	protein_coding
ENSMUSG00000040003	Magi2	0.022957414	1.927716637	protein_coding	Upregulated	protein_coding
ENSMUSG00000040009	Gnaz	7.29E-11	3.314068891	protein_coding	Upregulated	protein_coding
ENSMUSG00000040035	Disp2	2.51E-35	3.057170255	protein_coding	Upregulated	protein_coding
ENSMUSG00000040084	Bub1b	6.77E-07	-1.244301631	protein_coding	Downregulated	protein_coding
ENSMUSG00000040118	Cacna2d1	2.99E-26	3.776956252	protein_coding	Upregulated	protein_coding
ENSMUSG00000040121	Rep15	1.49E-06	2.125496609	protein_coding	Upregulated	protein_coding
ENSMUSG00000040127	Sdr9c7	5.52E-09	-3.7991484	protein_coding	Downregulated	protein_coding
ENSMUSG00000040134	Rdh7	3.19E-44	-5.159058439	protein_coding	Downregulated	protein_coding
ENSMUSG00000040136	Abcc8	3.48E-05	1.660790506	protein_coding	Upregulated	protein_coding
ENSMUSG00000040146	Rgl3	5.39E-10	3.105176061	protein_coding	Upregulated	protein_coding
ENSMUSG00000040147	Maob	1.24E-16	-2.947908567	protein_coding	Downregulated	protein_coding
ENSMUSG00000040152	Thbs1	1.35E-09	5.654488586	protein_coding	Upregulated	protein_coding
ENSMUSG00000040170	Fmo2	0.000300265	-2.458054613	protein_coding	Downregulated	protein_coding
ENSMUSG00000040181	Fmo1	2.64E-09	-1.780348407	protein_coding	Downregulated	protein_coding
ENSMUSG00000040204	2810417H13Rik	0.000710377	-1.184401484	protein_coding	Downregulated	protein_coding
ENSMUSG00000040209	Zfp704	5.54E-07	-1.116814533	protein_coding	Downregulated	protein_coding
ENSMUSG00000040220	Gas8	1.85E-07	1.605820524	protein_coding	Upregulated	protein_coding
ENSMUSG00000040231	Syngr4	0.043954451	-1.76032696	protein_coding	Downregulated	protein_coding
ENSMUSG00000040249	Lrp1	0.006834475	-1.517007048	protein_coding	Downregulated	protein_coding
ENSMUSG00000040258	Nxph4	0.000348542	-3.364062158	protein_coding	Downregulated	protein_coding
ENSMUSG00000040276	Pacsin1	2.50E-08	2.772858224	protein_coding	Upregulated	protein_coding
ENSMUSG00000040280	Ndufa4l2	5.02E-07	-7.034135775	protein_coding	Downregulated	protein_coding
ENSMUSG00000040296	Ddx58	6.77E-06	1.118727652	protein_coding	Upregulated	protein_coding
ENSMUSG00000040323	Gm15429	1.34E-05	-1.106463603	other	Downregulated	other
ENSMUSG00000040327	Cul9	2.91E-11	1.95247698	protein_coding	Upregulated	protein_coding
ENSMUSG00000040345	Arhgap9	5.56E-05	-2.54748882	protein_coding	Downregulated	protein_coding
ENSMUSG00000040350	Trim7	0.021801416	-1.123915484	protein_coding	Downregulated	protein_coding
ENSMUSG00000040351	Ankib1	1.09E-05	1.00501367	protein_coding	Upregulated	protein_coding
ENSMUSG00000040387	Klhl32	9.79E-10	3.275157884	protein_coding	Upregulated	protein_coding
ENSMUSG00000040389	Wdr47	0.009385353	1.398408467	protein_coding	Upregulated	protein_coding
ENSMUSG00000040412	5330417C22Rik	2.10E-20	3.023996237	protein_coding	Upregulated	protein_coding
ENSMUSG00000040415	Dtx3	3.07E-22	2.910036994	protein_coding	Upregulated	protein_coding
ENSMUSG00000040430	Pitpnc1	0.000118723	1.19316032	protein_coding	Upregulated	protein_coding
ENSMUSG00000040433	Zbtb38	2.32E-07	-1.328729353	protein_coding	Downregulated	protein_coding
ENSMUSG00000040447	Spns2	0.002901412	-1.586668622	protein_coding	Downregulated	protein_coding
ENSMUSG00000040462	Os9	1.34E-08	1.134728394	protein_coding	Upregulated	protein_coding
ENSMUSG00000040495	Chrm4	4.92E-16	3.565528278	protein_coding	Upregulated	protein_coding
ENSMUSG00000040505	Abcg5	0.001521811	-1.122730759	protein_coding	Downregulated	protein_coding
ENSMUSG00000040562	Gstm2	0.000126225	-1.827287244	protein_coding	Downregulated	protein_coding
ENSMUSG00000040563	Plppr2	1.91E-06	2.256919992	protein_coding	Upregulated	protein_coding
ENSMUSG00000040584	Abcb1a	1.34E-08	1.070135205	protein_coding	Upregulated	protein_coding
ENSMUSG00000040592	Cd79b	8.14E-05	-4.282195108	protein_coding	Downregulated	protein_coding
ENSMUSG00000040605	Bace2	3.52E-19	2.667099058	protein_coding	Upregulated	protein_coding
ENSMUSG00000040624	Plekhg1	0.000199615	1.234635225	protein_coding	Upregulated	protein_coding
ENSMUSG00000040631	Dok4	6.63E-05	-1.115312053	protein_coding	Downregulated	protein_coding
ENSMUSG00000040640	Erc2	0.008575733	-1.073862686	protein_coding	Downregulated	protein_coding
ENSMUSG00000040653	Ppp1r14c	2.08E-11	2.469061344	protein_coding	Upregulated	protein_coding
ENSMUSG00000040663	Clcf1	2.39E-05	2.933026644	protein_coding	Upregulated	protein_coding
ENSMUSG00000040666	Sh3bgr	0.025975366	1.37169589	protein_coding	Upregulated	protein_coding
ENSMUSG00000040687	Madd	6.92E-11	1.314818135	protein_coding	Upregulated	protein_coding
ENSMUSG00000040699	Limd2	1.10E-06	1.419590182	protein_coding	Upregulated	protein_coding
ENSMUSG00000040703	Cyp2s1	2.13E-17	-5.589394914	protein_coding	Downregulated	protein_coding
ENSMUSG00000040706	Agmat	3.64E-11	-2.045293898	protein_coding	Downregulated	protein_coding
ENSMUSG00000040714	Klc3	1.91E-12	2.651785476	protein_coding	Upregulated	protein_coding
ENSMUSG00000040715	Rsc1a1	0.004268051	-1.409703188	protein_coding	Downregulated	protein_coding
ENSMUSG00000040723	Rcsd1	9.63E-17	6.456644325	protein_coding	Upregulated	protein_coding
ENSMUSG00000040740	Slc25a34	7.74E-08	-2.672100663	protein_coding	Downregulated	protein_coding
ENSMUSG00000040747	Cd53	0.02556042	2.177987774	protein_coding	Upregulated	protein_coding
ENSMUSG00000040808	S100g	0.000226823	-2.223417273	protein_coding	Downregulated	protein_coding
ENSMUSG00000040829	Zmynd15	0.00389116	1.876556816	protein_coding	Upregulated	protein_coding
ENSMUSG00000040852	Plekhh2	1.67E-08	4.148909687	protein_coding	Upregulated	protein_coding
ENSMUSG00000040875	Osbpl10	1.80E-08	-1.177073818	protein_coding	Downregulated	protein_coding
ENSMUSG00000040891	Foxa3	0.000326172	1.591291835	protein_coding	Upregulated	protein_coding
ENSMUSG00000040918	Slc19a2	5.24E-07	-1.24489462	protein_coding	Downregulated	protein_coding
ENSMUSG00000040972	Igsf21	1.21E-34	5.859567614	protein_coding	Upregulated	protein_coding
ENSMUSG00000040990	Sh3kbp1	6.78E-15	2.987855591	protein_coding	Upregulated	protein_coding
ENSMUSG00000040998	Npnt	2.17E-07	1.954593378	protein_coding	Upregulated	protein_coding
ENSMUSG00000041000	Trim62	2.28E-22	2.695403172	protein_coding	Upregulated	protein_coding
ENSMUSG00000041025	Iffo2	1.01E-07	1.430855	protein_coding	Upregulated	protein_coding
ENSMUSG00000041040	Fam117b	2.41E-12	-1.385020798	protein_coding	Downregulated	protein_coding
ENSMUSG00000041058	Wwp1	3.33E-08	-1.050992125	protein_coding	Downregulated	protein_coding
ENSMUSG00000041062	Mslnl	1.93E-06	4.628036371	protein_coding	Upregulated	protein_coding
ENSMUSG00000041064	Pif1	1.34E-16	-2.285022674	protein_coding	Downregulated	protein_coding
ENSMUSG00000041075	Fzd7	0.00021885	-1.078812534	protein_coding	Downregulated	protein_coding
ENSMUSG00000041096	Tspyl2	0.000377977	1.330639539	protein_coding	Upregulated	protein_coding
ENSMUSG00000041120	Nbl1	0.00156896	1.751149951	protein_coding	Upregulated	protein_coding
ENSMUSG00000041126	H2afv	0.004541993	-1.031110757	protein_coding	Downregulated	protein_coding
ENSMUSG00000041141	Pnmal1	5.94E-15	4.507590579	protein_coding	Upregulated	protein_coding
ENSMUSG00000041143	Tmco4	6.64E-08	-1.060655863	protein_coding	Downregulated	protein_coding
ENSMUSG00000041168	Lonp1	9.11E-06	-1.544549364	protein_coding	Downregulated	protein_coding
ENSMUSG00000041189	Chrnb1	4.42E-17	2.700615372	protein_coding	Upregulated	protein_coding
ENSMUSG00000041193	Pla2g5	1.18E-05	1.48612888	protein_coding	Upregulated	protein_coding
ENSMUSG00000041202	Pla2g2d	1.85E-17	2.365572717	protein_coding	Upregulated	protein_coding
ENSMUSG00000041219	Arhgap11a	5.28E-05	-1.042186497	protein_coding	Downregulated	protein_coding
ENSMUSG00000041220	Elovl6	1.51E-05	-1.088062986	protein_coding	Downregulated	protein_coding
ENSMUSG00000041237	Pklr	0.002390074	-1.634299602	protein_coding	Downregulated	protein_coding
ENSMUSG00000041268	Dmxl2	2.79E-07	3.040814378	protein_coding	Upregulated	protein_coding
ENSMUSG00000041298	Katnal1	7.22E-06	1.820816693	protein_coding	Upregulated	protein_coding
ENSMUSG00000041301	Cftr	4.38E-25	-1.934210945	protein_coding	Downregulated	protein_coding
ENSMUSG00000041351	Rap1gap	4.46E-12	1.920311444	protein_coding	Upregulated	protein_coding
ENSMUSG00000041372	B4galnt3	1.08E-07	-1.828838652	protein_coding	Downregulated	protein_coding
ENSMUSG00000041420	Meis3	5.90E-20	2.997315187	protein_coding	Upregulated	protein_coding
ENSMUSG00000041431	Ccnb1	1.04E-10	-1.233746227	protein_coding	Downregulated	protein_coding
ENSMUSG00000041444	Arhgap32	2.08E-07	-1.445096462	protein_coding	Downregulated	protein_coding
ENSMUSG00000041476	Smpx	0.019777254	1.691864024	protein_coding	Upregulated	protein_coding
ENSMUSG00000041548	Hspb8	1.97E-11	4.09636939	protein_coding	Upregulated	protein_coding
ENSMUSG00000041556	Fbxo2	0.006583657	1.786327608	protein_coding	Upregulated	protein_coding
ENSMUSG00000041570	Camsap2	0.000447757	1.055947886	protein_coding	Upregulated	protein_coding
ENSMUSG00000041608	Entpd3	1.11E-07	1.980214032	protein_coding	Upregulated	protein_coding
ENSMUSG00000041609	Ccdc64	3.48E-07	1.19038421	protein_coding	Upregulated	protein_coding
ENSMUSG00000041617	Ccdc74a	0.000326054	2.221190101	protein_coding	Upregulated	protein_coding
ENSMUSG00000041632	Mrps27	9.64E-10	-1.151264912	protein_coding	Downregulated	protein_coding
ENSMUSG00000041642	Kif21b	4.49E-06	-1.72524378	protein_coding	Downregulated	protein_coding
ENSMUSG00000041658	Rragb	5.99E-05	3.672418508	protein_coding	Upregulated	protein_coding
ENSMUSG00000041681	Iapp	2.97E-17	3.340845399	protein_coding	Upregulated	protein_coding
ENSMUSG00000041696	Rasl12	5.14E-05	-2.585356933	protein_coding	Downregulated	protein_coding
ENSMUSG00000041729	Coro2b	0.019544984	1.637769839	protein_coding	Upregulated	protein_coding
ENSMUSG00000041733	Coq5	3.91E-08	-1.077583688	protein_coding	Downregulated	protein_coding
ENSMUSG00000041737	Tmem45b	0.000118004	-1.524895567	protein_coding	Downregulated	protein_coding
ENSMUSG00000041741	Pde3a	3.14E-49	-3.083088344	protein_coding	Downregulated	protein_coding
ENSMUSG00000041794	Myrip	3.92E-07	2.661596174	protein_coding	Upregulated	protein_coding
ENSMUSG00000041798	Gck	0.000227217	1.518914586	protein_coding	Upregulated	protein_coding
ENSMUSG00000041831	Sytl3	0.000108611	-2.055451807	protein_coding	Downregulated	protein_coding
ENSMUSG00000041836	Ptpre	0.000688302	1.374929631	protein_coding	Upregulated	protein_coding
ENSMUSG00000041886	Macc1	0.024833754	1.041643839	protein_coding	Upregulated	protein_coding
ENSMUSG00000041889	Shisa4	0.005398009	2.452142448	protein_coding	Upregulated	protein_coding
ENSMUSG00000041920	Slc16a6	0.000265765	-1.117778347	protein_coding	Downregulated	protein_coding
ENSMUSG00000041930	Fam222a	0.004135116	2.147407402	protein_coding	Upregulated	protein_coding
ENSMUSG00000041945	Mfsd9	0.000148506	-1.210787753	protein_coding	Downregulated	protein_coding
ENSMUSG00000041954	Tnfrsf18	0.033558518	1.043022607	protein_coding	Upregulated	protein_coding
ENSMUSG00000041966	Dcaf17	4.53E-09	-1.263173672	protein_coding	Downregulated	protein_coding
ENSMUSG00000041974	Spidr	1.01E-08	-1.337173473	protein_coding	Downregulated	protein_coding
ENSMUSG00000041992	Rapgef5	0.00015858	-1.001772399	protein_coding	Downregulated	protein_coding
ENSMUSG00000042010	Acacb	2.17E-07	-2.025565739	protein_coding	Downregulated	protein_coding
ENSMUSG00000042035	Igsf3	7.97E-06	-1.478240111	protein_coding	Downregulated	protein_coding
ENSMUSG00000042041	2010003K11Rik	0.003163822	-1.437992685	protein_coding	Downregulated	protein_coding
ENSMUSG00000042042	Csgalnact2	0.000809895	1.077871168	protein_coding	Upregulated	protein_coding
ENSMUSG00000042078	Svop	0.006000492	1.675913175	protein_coding	Upregulated	protein_coding
ENSMUSG00000042096	Dao	3.85E-12	-4.126794224	protein_coding	Downregulated	protein_coding
ENSMUSG00000042099	Kank3	0.003870921	1.676331835	protein_coding	Upregulated	protein_coding
ENSMUSG00000042109	Csdc2	6.01E-09	3.546986082	protein_coding	Upregulated	protein_coding
ENSMUSG00000042115	Klhdc8a	1.72E-08	2.422287801	protein_coding	Upregulated	protein_coding
